Business_Name,Address,Telephone,Fax,Website,Description
Samore Plant Centre,"135 Glenravel Road, Martinstown, Ballymena, BT43 6QW, United Kingdom",02821758627,02821 759998,,
Sanders Garden Centre,"Sanders Garden World, Bristol Road, Brent Knoll, Highbridge, TA9 4HJ, United Kingdom",01278282005,,,
Sandhill Garden Centre,"Wyton Road, Preston, Hull, HU12 8TY, United Kingdom",01482898370,01482 896099,http://www.sandhill-gardencentre.co.uk,"An established garden centre over 40 years, covering a 13 acre site, supplemented by our own nursery. With extensive tree and shrubs area, houseplants, gift dept, Christmas display and floristry dept, there is something for everyone"
Sapcote Nursery & Garden Centre,"Hinckley Road, Sapcote, Leicester, LE9 4LG, United Kingdom",01455274049,01455 274935,http://www.sapcotegardencentre.co.uk,"A wide range of plants, pots and composts at value for money prices."
Scothern Nurseries,"8 Dunholme Road, Scothern, Lincoln, LN2 2UD, United Kingdom",01673862297,01673 862489,http://www.Scothern-Nurseries.com,"A growing family business established over 30 years. Offering quality home grown plants and friendly helpful service and advice. We have a wide range of shrubs, conifers, trees, alpines, perennials, seasonal bedding and hanging baskets plus compost, aggregates and glazed terracotta and stone pots. A well stocked garden centre shop with giftware and extensive houseplant area. Visit our 'Gardeners Retreat' tearoom which offers hot and cold food including a fantastic collection of homemade cakes."
Scotsdale Garden Centre,"Cambridge Road, Great Shelford, Cambridge, CB22 5JT, United Kingdom",01223842777,01223 844340,http://www.scotsdalegardencentre.co.uk,Scotsdales is a well laid out and spacious complex offering all you would expect from a modern garden centre.
Scotsdales Garden Centre,"Market Street, Fordham, Ely, CB7 5LQ, United Kingdom",01638720455,01638 721289,http://www.scotsdales.com,
Scotsdales Horningsea,"High Street, Horningsea, Cambridge, CB25 9JG, United Kingdom",01223842777,,http://www.scotsdalegardencentre.co.uk,
Scotts of Southend,"Sutton Road, Rochford, SS4 1LQ, United Kingdom",01702611211,,http://www.scottsofsouthend.co.uk,
Seale Rose Garden,"Seale Rose Gardens, Seale Lane, Seale, Farnham, GU10 1LD, United Kingdom",01252782410,01252 783038,http://www.sealenurseries.co.uk,"Our family has been growing roses at Seale Nursery since 1948. the Seale super rose is completely container grown rose, hand raised using our patented award winning growing system. Because we grow our roses in pots for the whole of the growing life they develop a wonderful fibrous root system, so that whether you plant your Seale super rose in the ground or pot, it will grow away strongly, flower quickly and perform superbly. Also, we grow lots of other complementary plants to put in with your roses to give your garden lots of all year round interest."
Seasons Garden Centre,"Cranford Road, Burton Latimer, Kettering, NN15 5LZ, United Kingdom",01536724009,01536 726728,,
Seasons Garden Centre,"St James Road, Corby, NN18 8AL, United Kingdom",01536267625,01536 267670,,"The garden centre is best known for its vast range of giftware at low prices. Wooden and plastic garden furniture is available together with barbecues, artificial flowers and a vast range of composts and garden treatments. Trees, bushes, indoor and outdoor plants are all in abundance. There is a coffee shop in very pleasant surroundings, a pet shop providing a full range of feeds and accessories. Tropical and cold water fish together with pumps and  ponds. There is an outdoor landscape area encompassing most decorative stones and gravels, statues, garden ornaments and lot of pots"
Seasons Garden Centre,"(A6) Bedford Road, Bedford, MK45 3HU, United Kingdom",01234741909,01234 742308,,
Sefton Meadows Garden Centre Ltd,"Sefton Lane, Maghull, Liverpool, L31 8BT, United Kingdom",01515316688,,http://www.seftonmeadows.co.uk,
Selby Garden Centre,"Selby Garden Centre, Hull Road, Osgodby, Selby, YO8 5HG, United Kingdom",01757708658,,,
Selections,"36 High Street, Leighton Buzzard, LU7 1EA, United Kingdom",01525372204,01525 372204,http://www.selections-web.co.uk,New aquatic and walled garden display area is now open.Local delivery available.
Sempervirens Nursery,"Bridge Farm Nursery, Hospital Bridge Road, Whitton, TW2 6LH, United Kingdom",02088987131,0208 755 1908,http://www.sempervirens.co.uk,
Seven Oaks Garden Centre,"Seven Oaks Garden Centre, Lon Parcwr Industrial Estate, Ruthin, LL15 1NJ, United Kingdom",01824702567,01824 703040,,"Seven Oaks garden centre is an independent family owned business with experienced staff able to offer expert advice and planting your garden. We grow a wide range of shrubs, herbaceous and climbing plants and when in season pansies and pot bedding. We also stock a wide range of sundries, including planters, oak barrels, terracotta glazed pots, tools, bird care and gifts. We also have a very wide range of Japanese maples."
Shannons Garden Centre,"99-105 Stanstead Road, Forest Hill, SE23 1HH, United Kingdom",02082911502,020 8699 1510,http://www.shannonsgardencentre.co.uk,"We are suppliers of landscape materials & garden sundries including bedding plants, shrubs, herbs, bulbs, seeds, turf, compost, topsoil (bagged & loose). Fencing & trellis, excellent range of pots (glazed and plastic), furniture, ornaments, sand, cement and rockery stones and ornamental aggregates. Local delivery, open 7 days a week and ample parking."
Sharnford Garden Centre,"Sharnford Gardens, Coventry Road, Sharnford, Hinkley, LE10 3PG, United Kingdom",01455221667,,http://www.fourwindsnursery.co.uk,
Sherfield on Loddon Garden Centre,"Wildmoor Lane, Sherfield on Loddon, RG27 0HL, United Kingdom",01256882239,,,
Silica Lodge Garden Centre,"8 Scotter Road South, Scunthorpe, DN17 2BN, United Kingdom",01724282148,01724 282148,http://www.silicalodgegardencentre.co.uk,"Silica lodge garden Centre is a traditional family run garden centre. Based in Scunthorpe North Lincolnshire locally known as the ""gardeners garden centre"" with a reputation second to none for plants and gardening sundries. Also they have the biggest houseplants department in the local area. Silica Lodge also stocks a wide range of leisure ideas including furniture, BBQs and a great selection of garden benches."
Silverbirch Garden Centre,"Lanark Road, Crossford, Carluke, ML8 5QQ, United Kingdom",01555860623,01555 860703,,
Silversprings Garden Centre,"Fontley Road, Titchfield, Fareham, PO15 6QX, United Kingdom",01329842114,01329 846257,http://www.silverspringsgc.co.uk,"Silver Springs Nurseries is an independent family run garden centre established in 1986, set out over 6 acres. We pride ourselves on providing quality products and a great friendly service. Whatever your needs let us help you make the most of your home and garden. We are 5 minutes from junction 9 M27."
Silverwells Plant Nursery & Garden Centre,"Silverwells, Montrose Road, Arbroath, DD11 5RA, United Kingdom",01241875634,01241 878443,,
Simpsons Garden Centre,"Inshes, Inverness, IV2 5BA, United Kingdom",01463250200,01463 250234,http://www.simpsonsgardencentre.co.uk,"Situated on the outskirts on Inverness, with stunning views over the city, Simpsons Garden Centre is ideally located for all your gardening needs from the complete beginner to the professional landscape gardener. We have become a firm favourite based on our personal service and unrivalled facilities.

Names Scotland's Garden Centre for the past 3 years Simpsons prides itself on its quality products and profession staff. Our team has all the experience and passion you need to cope with the daily challenges of horticulture in the highlands offering practical and friendly advise on all aspects of your home and garden."
Simpsons Garden Centre,"Station Road, Beauly, IV4 7EH, United Kingdom",01463783200,01463 782272,,
Simpsons Nurseries,"42 Station Road, Fordham, Ely, CB7 5LW, United Kingdom",01638720194,01638 720961,http://www.simpsonsnurseries.co.uk,"Simpsons Nurseries Ltd is a family run independent nursery established over 20 years ago. The retail nursery offers fruit & ornamental trees, shrubs, perennials, roses, conifers, bedding & basket plant, 80% of which are grown ourselves. The coffee shop is a resent addition to the nursery.
Mail Order Trees is the internet based arm of the company offering a comprehensive range of trees available to purchase online with next day delivery through out the UK."
Simpsons at Happy Plant,"North Street, Mintlaw, Peterhead, AB42 5HH, United Kingdom",,,,
Singleton for Flowers,"600 Birmingham Road, Lydiate Ash, Bromsgrove, B61 0HT, United Kingdom",01214579977,01214 578051,,"Small family business, personal advice and attention. Growers of ,bedding, hanging baskets all the year round. Shrubs, trees and ,perennials and also large specimen shrubs."
Six Acre Nurseries,"Six Acre Nurseries, Loughborough Road, Costock, Loughborough, LE12 6XB, United Kingdom",01509856079,,http://www.sixacrenurseries.co.uk,
Skye Shrubs,"Willowbrae, Achachork, Portree, IV51 9HT, United Kingdom",01478613132,,http://www.skyeshrubs.com,Skye Shrubs stock the largest range of outdoor plants available on the Isle of Skye. We specialize in plants that are suited to a coastal environment and which also thrive on acid soils. We are always happy to give advice on what grows well in the North West Highlands and Islands of Scotland.
Skye Shrubs Garden Centre,"Viewfield Road, Portree, IV51 9EU, United Kingdom",01478613132,,http://www.skyeshrubs.com,"Skye Shrubs stock the largest range of outdoor plants available on the ,Isle of Skye. We specialize in plants that are suited to a coastal ,environment and which also thrive on acid soils. We are always happy ,to give advice on what grows well in the North West Highlands and ,Islands of Scotland."
Skylark Garden Centre,"Skylark Farm, Manea Road, Wimblington, March, PE15 0PE, United Kingdom",01354741212,01354 742428,http://www.skylarkgardencentremarch.co.uk,"We are a family run Garden Centre offering high quality products in ,afriendly environment, we also offer a new modern and very good cafe ,set in picturesque surroundings, in the summer time we offer a large ,maize maze for the children and free bouncy castle and many other ,childrens activities"
Smeaton Nursery Garden,"Prestonmains, East Linton, EH40 3DT, United Kingdom",01620860501,01620 860501,http://www.smeatonnurserygardens.co.uk,"Smeaton Nursery is a garden centre set in a beautiful walled garden in the heart of rural East Lothian. The traditional style 2 acre nursery  is run by a team of enthusiastic plants people always available to give knowledgeable and friendly advice, An extensive range of quality shrubs, trees, seasonal plants and essential gardening products are stocked all year round. The popular Smeaton Tearoom, set in picturesque Victorian conservatory, offers an appetising selection of home made soups, paninis and baguettes, salad platters and vest of all our ever popular mouth watering home baked cakes and scones."
Smith's Garden Centre,"Baginton Nurseries, Stoneleigh Road, Baginton, Coventry, CV8 3BA, United Kingdom",02476303382,,http://www.smithsnurseries.co.uk,
Smith's Orchard Garden Centre,"Smiths Garden Centre Ltd, Orchard House, 70 Chadwell Road, Grays, RM17 5SY, United Kingdom",01375372195,01375 391512,http://www.smithsorchardgardencentre.com,
Smiths Garden Centre,"95 Oxford Road, Denham, Uxbridge, UB9 4DE, United Kingdom",01895233844,01895 810972,http://www.smiths-nurseries.co.uk,"Smiths Nurseries was established in 1931. We provide excellent customer service and quality because we are committed to the production of the highest quality produce and the provision of every garden requirement at a competitive price. Smiths Nurseries success has been primarily created by our loyal customers, we hope to gain many more with our extensive developments which are being completed all the time. A brand new car park, elegant cafÃ© and improved product diversity will ensure a shopping experience to exceed all expectations."
Snowdonia Nurseries,"Llanrwst Road, Glan Conwy, Colwyn Bay, LL28 5SR, United Kingdom",01492580703,01492 573559,http://www.snowdonianurseries.co.uk,Garden centre and retail nursery growing our own bedding plants and poinsettias. High quality plant area and extensive range of garden furniture and barbeques. Spectacular Christmas display and Grotto. Popular coffee shop offering excellent value snacks and light meals.
Soarmill Nursery,"West Haddon Road, Crick, NN6 7SQ, United Kingdom",01788824774,,,
Sooty's and Sweep's,"113a Southport New Road, Tarleton, Preston, PR4 6HX, United Kingdom",01772816901,,http://www.sootysplants.co.uk/index.html,
South Downs Nurseries,"Brighton Road, Hassocks, BN6 9LY, United Kingdom",01273845232,01273 847706,http://www.south-downs.co.uk,"South Downs Garden Centre is operated by a long established family firm, whose horticultural expertise spans over 25 years. The staff have many years experience in horticulture and are willing to help in any way possible. Our reputation is unsurpassed in personal service, quality products and everyday prices. Located on the A273 at Hassocks the Garden Centre is within easy reach of all the towns and villages in Mid Sussex. A cosy coffee shop serves hot and cold meals and snacks."
Southern Lakeland Nurseries,"Cark in Cartmel, Grange-over-Sands, LA11 7JZ, United Kingdom",01539558237,01539 558112,,Established 1947. Southern Lakeland Nurseries is situated at the Southern gateway to the beautiful Lake District. Four miles from Grange over Sands. The garden centre offers a comprehenisve range of garden requisites in pleasant surroundings. Drinks and delicious home made snacks are available from our attractive cafe.
Southwell Garden Centre,"Fiskerton Road, Southwell, Newark, NG25 0TH, United Kingdom",01636812886,01636 815660,http://www.southwellgardencentre.co.uk,A garden centre for all the family where gardening costs less
Spalding Auction Ltd,"Spalding Auction, Enterprise Way, Pinchbeck, Spalding, PE11 3YR, United Kingdom",,,http://www.spaldingauction.co.uk,
Speyside Heather Visitor & Garden Centre,"Speyside Centre, Skye of Curr Road, Dulnain Bridge, Grantown-on-Spey, PH26 3PA, United Kingdom",01479851359,01479 851396,http://www.heathercentre.com,"Speyside Heather Visitor and Garden Centre at Dulnain Bridge is a 4-star Scottish Tourist Board attraction with something for everyone. Visit this award-winning centre and enjoy quality shopping in our craft/gift shop, boutique and heather-thatched antiques gallery. Discover the world of heather in our unique 'Heather Story' exhibition and wander through our Garden Centre which sells up to 300 varieties of heathers plus many different plants and shrubs.  Relax in the Clootie Dumpling Restaurant and enjoy homemade Scottish specialties traditional high teas or try our famous clootie dumpling any one of 21 different ways."
Spring Reach Nursery Ltd,"Long Reach, Ockham, Woking, GU23 6PG, United Kingdom",01483284769,01483 284769,http://www.springreachnursery.co.uk,"It's Surrey's best kept secret! We pride ourselves in growing top quality plants at value for money prices supported by expert advice and good, old fashioned service. A very wide range of shrubs, perennials, trees, grasses, climbers and over 8 0 varieties of Clematis are grown. A full design and construction service is available. RHS silver medal winners!"
Springfield Nursery,"Thorpe Lane, Tingley, Wakefield, WF3 1SL, United Kingdom",07907621742,,,
Springwell Nursery and Garden Centre,"Little Chesterford, Saffron Walden, CB10 1UE, United Kingdom",01799530959,01799 531605,,"Springwell Nursery & Garden Centre is a well established business, we pride ourselves on producing home grown crops from seed and cuttings. We have a large hardy plant area containing perennials, trees, shrubs, conifers, roses, alpines, herbs, heathers, ferns, climbers etc.... We also produce seasonal bedding & basket plants. We also provide a large hanging basket refill service.  Our shop area is well stocked with sundry items including terracotta, pots, urns, seed, sprays, fertilizers, tools, water features etc..."
Squires Garden Centre,"Littlewick Road, Horsell, Woking, GU21 4XR, United Kingdom",01276858446,01276 855664,http://www.squiresgardencentres.co.uk,
Squires Garden Centre,"London Road (A24), Washington, RH20 3BP, United Kingdom",01903892006,,,
Squires Garden Centre,"Burwood Road, Hersham, Walton-on-Thames, KT12 4AR, United Kingdom",01932247579,01932 254794,http://www.squiresgardencentres.co.uk,
Squires Garden Centre,"Sixth Cross Road, Twickenham, TW2 5PA, United Kingdom",01252356860,020 8943 4024,,
Squires Garden Centre,"Woodstock Lane North, Long Ditton, Surbiton, KT6 5HN, United Kingdom",02083987170,020 8972 9642,http://www.squiresgardencentres.co.uk,
Squires Garden Centre,"Common Road, Stanmore, HA7 3JF, United Kingdom",02089544628,020 8420 7587,,
Squires Garden Centre,"Halliford Road, Upper Halliford, Shepperton, TW17 8SG, United Kingdom",01932784121,01932 780569,http://www.squiresgardencentres.co.uk,
Squires Garden Centre,"Reigate Road, Reigate, RH2 9RE, United Kingdom",01737247217,01737 222521,http://www.squiresgardencentres.co.uk,
Squires Garden Centre,"Epsom Road, West Horsley, Leatherhead, KT24 6AR, United Kingdom",01483282911,01483 281380,http://www.squiresgardencentres.co.uk,Extensive garden centre adjacent to Squires Bedding & Herbaceous plant nursery. GCA Award of Excellence.
Squires Garden Centre,"Old Portsmouth Road, Milford, Godalming, GU8 5HL, United Kingdom",01483520500,,,
Squires Garden Centre,"Badshot Lea Road, Badshot Lea, Farnham, GU9 9JX, United Kingdom",01252333666,01252 334256,,
Squires Garden Centre,"Badshot Lea Road, Farnham, GU9 9JX, United Kingdom",01252333666,01252 334256,http://www.squiresgardencentres.co.uk,
Squires Garden Centre,"Frensham Garden Centre, The Reeds, Frensham, Farnham, GU10 3BP, United Kingdom",01252792545,,,
Squires Garden Centre,"Horsham Road, Crawley, RH11 8PL, United Kingdom",01293522101,01293 524255,http://www.squiresgardencentres.co.uk,
Squires Garden Centre,"Stoke Road, Stoke D'Abernon, Cobham, KT11 3PU, United Kingdom",01932862530,01932 866865,,
Squires Garden Centre,"Holloway Hill, Lyne, Chertsey, KT16 0AE, United Kingdom",01932563727,01932 571447,http://www.squiresgardencentres.co.uk,
Squires Garden Centre,"Heathlands Road, Wokingham, RG40 3AS, United Kingdom",01189773055,,,
St Austell Garden Centre,"Boscundle Close, St. Austell, PL25 3RH, United Kingdom",01726812197,01726 812212,http://www.staustellgardencentre.co.uk,
St Bridget Nurseries,"Sidmouth Road, Clyst St. Mary, Exeter, EX5 1AE, United Kingdom",01392876281,01392 876539,http://www.stbridgetnurseries.co.uk,"We propagate and grow over 85% of the plants we sell. We have a large shop with everything you need for the garden as well as items for the home and gifts. There is also a large aquatics department selling everything for the pond or indoor aquarium. Why not make a day of it and visit our 1925 Kitchen CafÃ©, open for breakfasts, lunches and afternoon teas."
St John's Ashford,"Strand Lane, Ashford, Barnstaple, EX31 4BW, United Kingdom",,,,
St John's Garden Centre,"St. Johns Lane, Barnstaple, EX32 9DD, United Kingdom",01271343884,01271 377072,http://www.stjohnsgardencentre.co.uk,"Large family run garden centre specialising in quality trees and shrubs backed up by well stocked garden shop. Renowned homegrown Pointsetta crop. Landscape team experienced in variety of contracts with District and County Councils, building contractors and individual households. Sheds, greenhouses, conservatories and garden machinery franchised on site. Furniture and pet departments. Extensive Christmas range and childrens grotto. Restaurant seating 100 people, serving good selection of lunches and homemade cakes. Jungleland toursit attraction situated within the centre."
St Peters Garden Centre,"The Cash Office, Pear Tree Farm, Broomhall, Norton, Worcester, WR5 2NY, United Kingdom",01905357595,01905 764676,http://www.stpeters-gardencentre.co.uk,"St Peters is an award winning Garden Centre with an extensive range of the bets quality plants and products. Everything you need to make your garden a beautiful oasis. We pride ourselves on our knowledgeable and friendly staff, which always have the time to talk to you and we will happy to solve any of your gardening problems. A riot of color always greets you at our garden centre. An ever changing array of beautiful plants, herbs and trees is at the very core of what we do. At St Peters we also provide an extensive range of products in our garden shop with knowledgeable staff on hand to answer any of your questions. Be sure to see our broad range of stunning furniture and BBQs with the very best to offer this season. St Peters is also about pets and aquatics, gifts and home ware and the incredibly popular warm and inviting Potting Shed Coffee shop & Restaurant."
St Peters Garden Centre,"L'Avenue De La Reine, Elizabeth 11, St. Peter, Jersey, JE3 7BP, Jersey",01534745903,01534 746774,,
Stamford Garden Centre,"Stamford Garden & Leisure Centre Ltd, Toll Bar, Great Casterton, Stamford, PE9 4BB, United Kingdom",01780765656,,,
Stansted Park Garden Centre Ltd,"Stansted Park , Rowland's Castle, PO9 6DX, United Kingdom",02392413090,,http://www.yourlocalgardencentre.co.uk,
Staunton Harold Nurseries & Garden Centre,"Staunton Harold, Ashby de la Zouch, LE65 1RU, United Kingdom",01332862769,01332 865700,,"Extensive garden shop. Pot emporium, gift shop, furniture showroom and massive plant area featuring directly imported specimens from Italy and Holland."
Staverton Nursery Ltd,"Eastbourne Road, Halland, Lewes, BN8 6PU, United Kingdom",01825840249,01825 880625,http://www.stavertonnursery.co.uk,"Family business established since 1966, specialises in summer bedding plants. We have a large selection of shrubs, perennials and roses. Stockists of bulk landscaping products such as wood chip etc - for all your garden needs."
Steam & Moorland Garden Centre,"Malton Road, Pickering, YO18 7JW, United Kingdom",01751471471,01751 471471,http://www.steamandmoorland.com,"Steam and Moorland Garden Centre is a family run Garden Centre which incorporates a Machinery Centre and a Restaurant, providing plants, shrubs etc, garden furniture, greenhouses, sheds, garden tools & DIY, gifts, clothing and much much more. We also sell most makes of quality garden machinery - Husqvarna, Flymo, Hayter... Our Engine Shed Restaurant serves homemade specials & cakes alongside our seasonal Menu. Children can come along and play in our outdoor play area. We are dog friendly and we have ample free customer parking. Our friendly and helpful staff are on hand to assist and advise in all areas."
Stephen H Smith Garden & Leisure,"Wharfe Valley Branch, Pool Road, Otley, LS21 1DY, United Kingdom",01943850050,01943 850051,http://www.shrubs.co.uk,Our two garden centres and arts & crafts centres supply more products for your garden and home than you knew existed. Plant specialists with expert friendly advice.
Stephen H Smith Garden & Leisure,"Aire Valley Branch, Wilsden Road, Harden, Bingley, BD16 1BL, United Kingdom",01535274653,01535 274691,,Garden centre and arts & craft centre. Our 4 branches supply more products for your garden and home than you knew existed. Plant specialists with expert friendly advice.
Sterling Garden Centre,"76 Moss Road, Tillicoultry, FK13 6NS, United Kingdom",01259750655,01259 755088,,"Sterling Garden centre will provide you with all your gardening needs- garden tools, plants, patio and conservatory furniture, barbecues ,water features and even hot tubs! Our home store outlet offers a vast range of bathroom accessories, bed linen, a cook shop, tabletop items, crystal gifts, lighting and pictures all at fantastic prices. Take time to have a closer look at our Tillicoultry store."
Stewarts Abbey Garden Centre,"Abbey Garden Centre, Mill Lane, Titchfield, Fareham, PO15 5RB, United Kingdom",01329842225,,,
Stewarts Broomhill Garden Centre,"Gods Blessing Lane, Broomhill, Holt, Wimborne, BH21 7DF, United Kingdom",01202882462,01202 842127,http://www.stewarts.co.uk,
Stewarts Garden Centres,"Lyndhurst Road, Somerford, Christchurch, BH23 4SA, United Kingdom",01425272244,01425 279723,,
Stonehill Nurseries & Garden Centre,"Whalley Old Road, Sunny Bower, Blackburn, BB1 4AA, United Kingdom",0125453110,01254 53110,,
Stratford Garden Centre,"Campden Road, Stratford-upon-Avon, CV37 8LW, United Kingdom",01789205745,,http://www.whitacregardencentre.co.uk,
Strawberry Corner Garden Centre,"1 Wallyford Toll, Wallyford, Musselburgh, EH21 8JU, United Kingdom",01316659299,01316 652998,http://www.strawberrycornergardencentre.com,
Strawberry Garden Centre,"Bramshall, Uttoxeter, ST14 5BE, United Kingdom",01889562292,01889 562292,,"A family run garden centre - large enough to cope, yet small enough to care. We've much more to offer than just plants and pride ourselves in offering excellent value for money on our extensive range of trees, plants and sundries. Gift section with displays changing regularly. Huge selection of Christmas decorations, plants and trees leading up to Christmas. Tea Room open daily for morning coffee, home-made lunches and afternoon teas."
Stubbings Nursery Ltd,"Stubbings Estate, Henley Road, Maidenhead, SL6 6QL, United Kingdom",01628825454,01628 822656,http://www.stubbingsnursery.co.uk,
Studley Grange Garden Centre,"Hay Lane, Wroughton, Swindon, SN4 9QT, United Kingdom",01793852736,,http://www.studleygrange.co.uk,
Studley Green Garden Centre,"Wycombe Road (A40), Studley Green, High Wycombe, HP14 3UX, United Kingdom",,,,
Sturmer Nurseries Garden Centre,"Church Walk, Sturmer, Near Haverhill, CB9 7XD, United Kingdom",01440706416,01440 706416,http://www.sturmernurseries.co.uk,Sturmer Nurseries is the leading garden centre for Haverhill and the surrounding area selling quality plants at affordable prices. We are open every day except Thursdays from 9.00 to 5.30 (dusk in winter)
Summerhill Nurseries Ltd,"Pipps Hill Road North, Arterial Road, Billericay, CM11 2UJ, United Kingdom",01268280699,01268 272427,http://www.summerhillgardencentre.co.uk,
Summerseat Garden Centre,"Railway Street, Summerseat, Bury, BL9 5QD, United Kingdom",01204883048,01204 883601,,
Sunnybank Nursery & Garden Centre,"48 Beltoy Road, Carrickfergus, BT38 9BH, United Kingdom",02893351558,02893 368287,http://www.sunnybankgardencentre.co.uk,"All bedding and patio plants (very wide range) grown on premises. Hanging baskets and planters filled to order. Extensive range of trees, shrubs and herbaceous. 'Cobwebs' a charming gift shop very well stocked."
Sunnydale Garden Centre,"Treherbert Road Nursery, Treherbert Road, Croesyceiliog, Cwmbran, NP44 2BZ, United Kingdom",01633484004,01633 864206,http://www.sunnydalegardencentre.co.uk,"Expert advice from well qualified staff on all aspects of plants and shop items that we sell. There is a strong emphasis on quality price and above all good service to our customers. Whatever your needs from one small plant to a whole garden revamp, you are always guaranteed a warm welcome at our friendly family run garden centre."
Sunnyside Garden Centre,"Leicester Road, Ibstock, LE67 6HL, United Kingdom",01530263418,01530 263418,http://www.sunnysidegardencentre.co.uk,"Sunnyside Garden Centre, all you could ever want from a garden centre and more…… Over 100 years of Horticultural experience and knowledge have combined to produce the best quality and more diverse range of plants in the area. ""Voted North West Leicestershire premier Garden Centre for 5 consecutive years"""
Sunnyside Nursery (Kilwinning),"Hazelgrove, Kilwinning, KA13 7JL, United Kingdom",01294552113,01294 550247,http://www.sunnysidenursery.co.uk,
Sunshine Garden Centre,"Durnsford Road, Bounds Green, N11 2EL, United Kingdom",02088894224,02088 813818,http://www.sunshinegc.co.uk,"Expect a warm welcome from the very friendly, knowledgeable staff at this award winning garden centre, they were voted the best garden centre in Greater London by Which? magazine. They stock a huge range of beautifully maintained plants and have a large shop selling a fantastic range of furniture, barbecues & garden accessories. Also at the front of the shop is a kitchen department that would satisfy the most avid Bake Off fan. The Christmas department is a major attraction in North London and should not be missed.
Well worth a visit with ample parking in the large car park."
Suregrow Garden Centre,"Collins Industrial Estate, Merton Bank Road, St. Helens, WA9 1HY, United Kingdom",01744278879,,,
Sussex Country Gardener Garden Centre,"Beechglade Farm, Mark Cross (A267), Crowborough, TN6 3PJ, United Kingdom",01892852828,01892 853 231,http://www.sussexcountrygardener.co.uk,
Sutton Garden & Aquatic Centre,"The Street, Sutton, Norwich, NR12 9RA, United Kingdom",01692580424,01692 583327,http://wwwsuttongardencente.com,"A well stocked traditional garden centre, with speciality of water gardening and tropical and coldwater fish. Conservatory centre also containing greenhouses, sheds, summer houses, play houses."
Sutton Green Garden Nursery,"Guildford Road, Sutton Green, Guildford, GU4 7QA, United Kingdom",01483237832,01483 232366,,"Most plants home grown, especially bedding. Good selection of Fuchsia and Ghormium."
Swains Farm Shop,"Brighton Road, Woodmancote, Henfield, BN5 9RP, United Kingdom",01273494582,01273 493460,http://www.swainsfarmshop.co.uk,Family run farm shop and garden centre with experienced staff with good advice and local free delivery service. Open 7 days per week
Swallowfield Nursery,"Eastergate Lane, Eastergate, Chichester, PO20 3SJ, United Kingdom",01243543834,01243 546029,,
Swanpit Nurseries,"Gnosall, Stafford, ST20 0EE, United Kingdom",01785822128,01785 824230,,A traditional family run garden centre. Most home grown plants
Swarkestone Nursery,"Lowes Lane, Swarkestone, Derby, DE73 7GQ, United Kingdom",01332700800,01332 691491,http://www.swarkestonenursery.co.uk,"We are a rapidly expanding retail nursery growing and selling a wide range of bedding plants, herbaceous, perennials, shrubs and trees. Comprehensive selection of pots, compost and garden sundries. Lovely new restaurant offering a good selection throughout the day."
Sweetacre Nursery,"Godney Road, Glastonbury, BA6 9AF, United Kingdom",01458834602,,,
Swiss Valley Garden Centre,"Llannon Road, Felinfoel, Llanelli, SA14 8NJ, United Kingdom",01554759712,01554 759712,,
Sykes Global Services Ltd,"Sykes Global Services Limited, Nether Road, Galashiels, TD1 3HE, United Kingdom",,,,
Tamar View Nurseries,"Callington Road, Carkeel, Saltash, PL12 6PH, United Kingdom",01752847366,01752 840992,http://www.tamarviewnurseries.co.uk,
Taverham Nursery Centre,"Fir Covert Road, Taverham, Norwich, NR8 6HT, United Kingdom",01603860522,01603 260708,http://www.taverham-nursery.co.uk,
Tavernspite Garden Centre,"Tavernspite, Whitland, SA34 0NL, United Kingdom",01834831671,,,Family run garden centre for all your garden needs with tea room and show garden.
Teign Valley Nursery,"Bridford Mill, Bridford, Exeter, EX6 7LB, United Kingdom",01647252654,,,
Temple Fortune Garden Centre,"788a Finchley Road, Finchley, London, NW11 7TJ, United Kingdom",02084555363,020 8455 1102,,
Tenterden Garden Centre,"Appledore Road, Reading Street, Tenterden, TN30 7HT, United Kingdom",01233758510,01233 758767,,"Since changing hand in 1999, Tenterden Garden Centre has been ,transformed with an attractive new cafe and interior layout, including a ,fantastic array of garden furniture and Cane Conservatory suites. The ,plant sales area and range is being redeveloped and expanded to ,include many new and unusual plant variaties with completely new ,ranges of Roses, Climbing Plants, Rhododenrons and Azalias. The centre now boosts one of the best aquatics centres in the south east of England, with tropical, marine & pond fish plus live corals and reptiles. So if you haven't been to the centre before its well worth a visit."
Tewkesbury Garden Centre,"Worcester Road, The Mythe, Tewkesbury, GL20 6EB, United Kingdom",01684293103,01684 291103,http://www.tewkesburygardencentre.co.uk,"Tewks GC is a plant orientated, traditional garden centre for real gardeners. We pride ourselves on our knowledge of real gardening and our ability to provide the gardener with all he needs."
Thaxters Garden Centre,"49 Hunstanton Road, Dersingham, King's Lynn, PE31 6NA, United Kingdom",01485541514,01485 545116,http://www.thaxters.co.uk,We are an attractive garden centre and coffee shop at the heart of the village of Dersingham next to the royal estate of Sandringham. The garden centre is probably the largest of its kind in West Norfolk and offers a wide range of plants and sundries at competitive prices. As well as this we stock a wide range of Garden furniture and BBQ's and have probably one of the finest Christmas displays in West Norfolk during the Christmas period. Our high class coffee shop is renowned for its superb home cooking.
The Barn Garden Centre,"Turkeycock Lane, Stanway, Colchester, CO3 8ND, United Kingdom",01206213380,01206 213066,http://www.barnplants.co.uk,
